(Do Not Modify) DOI Occupancy Buildings List,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Building Name,Address,State,Assigned Employees (Old),Owner,RPUID CO Number,RTO Non-Ready,RTO Seats,RTO Workstations for Other Bureaus,RTO Open Workstation,Bureau Name,Pending Requests Count,Assigned Employees Count,Modified,Modified By,Assigned Seats Count,ID,Latitude,Longitude
c1405245-bf22-f011-9989-001dd8029e82,l83VzBRblnJodsssvn2xRjTtaPhZZQMY10/URIqKeORVdOC2+e+WlYD9l5L1iCdKrmFFELQFK5tc1SRlPdbRTQ==,7/14/2025 10:50,LARO - BLDG KF Natural Resource #2002,1008 CREST DRIVE,Washington,0,NPS,RPUID00001476.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16011,+48.6026150,-118.1198630
c2405245-bf22-f011-9989-001dd8029e82,LxKInd9ixkpXs8rtByH/t2p6s7u+9l2WyvIzTgPImlHGFPTTMPy5KmHaCEc2w0yR4iEVffBuIlgFBImji9z7Ew==,7/16/2025 6:12,LAVO - Loomis Home-Ranger Station Building #39 (ML),# #,California,0,NPS,RPUID56160.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16012,+40.5360970,-121.5622970
c3405245-bf22-f011-9989-001dd8029e82,G0yIekRBLqQl7mf68KO5R8SSqHuG3DBqdP8u1yJPlwhJbxic/TkEZyCGf/T2/AOMQaCY0CY8mCecXvAMZPxzbQ==,7/16/2025 0:13,LARO - BLDG HQ Administrative Building #100,# #,Washington,0,NPS,RPUID9879.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16013,+47.9693070,-118.9681580
c4405245-bf22-f011-9989-001dd8029e82,vXF6CumUyqhiew81f12VppbCeJ1jXMmhIQNMsX8tHAF0qNq/8onRfEqqz2/bGUfO7jimP8GdUhPO8cnUWY6Nhw==,7/16/2025 2:18,LAVO - Annex Warehouse Building #22 (HQ),38050 HW 36E,California,0,NPS,RPUID55296.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16018,+40.3474540,-121.6101800
c5405245-bf22-f011-9989-001dd8029e82,lnMTb7DCvt8fcUr6P23Ly/chtb3wfTFv1sU6A3/d0Edyv1D6tcYa9AXmwLwbmqJWdpnbNfLGZX5s1Iq3BkxHJQ==,7/15/2025 14:21,LAVO - Science Center Building #2  (HQ),38050 HW 36E,California,0,NPS,RPUID45517.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16020,+40.3453160,-121.6081230
c6405245-bf22-f011-9989-001dd8029e82,QpY0/91Zgy0cCUQDpZh54NgsXrVhq/nrE0nXtvlBIRQkwcVttJgJBxR2ScLvV0kqWpkq6B4fmM+rjNTBYXjKtA==,7/15/2025 20:17,LEWI - BLDG - Resources Headquarters,92343 FORT CLATSOP ROAD,Oregon,0,NPS,RPUID23703.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16021,+46.1366950,-123.8783760
c7405245-bf22-f011-9989-001dd8029e82,EJ4tY8xkxGfpcF9t3Cm9M+Aluqi05OvAh2GyhdLgeo/ACwnqMPx0jTkJX3pW8OinBDtQ+f05WI++PDYTdXN9KQ==,7/16/2025 10:17,LIBI - Superintendent Lodge,"# HIGHWAY 212, SOUTH",Montana,0,NPS,RPUID51746.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16024,+45.5704800,-107.4329590
c8405245-bf22-f011-9989-001dd8029e82,ugBskcj867tXLLceefdGBk+QqUBBV8zavwPMWBDHNfNR/9ZcsijBNjnL2IvzUTnrG0JR5iR5HNyDy5wuKMOPXA==,7/14/2025 2:47,LIHO - HS-11 Sprigg House,413 S. 8TH STREET,Illinois,0,NPS,RPUID41229.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16027,+39.7968950,-089.6454460
c9405245-bf22-f011-9989-001dd8029e82,3AMxquWP0Q1Dzae0nP9qA/tG/XaUyS1/tTzn7dkfgGU3wVozZBkosXik0w0r2Ehvj42fNUS4TKV2AmWFSZxH9w==,7/15/2025 21:55,LIHO - HS-13 Dean House,413 S. 8TH STREET,Illinois,0,NPS,RPUID41237.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16031,+39.7976040,-089.6454370
ca405245-bf22-f011-9989-001dd8029e82,lakpVx3PmR904WoA+IM+qq4tJday5vS3jQJdVI/nK55JcQuRK9tms5pw3DIdXsNv2Ll3BVEXZHbY0xB3ugaz5g==,7/16/2025 21:42,LONG - Longfellow carriage house (ME),105 BRATTLE STREET,Massachusetts,0,NPS,RPUID63779.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16038,+42.3773100,-071.1263800
cb405245-bf22-f011-9989-001dd8029e82,aoRQ9ROYYArraYzZBGVoS7gik88BcAKwamQVjieG3uxc2PxssoVLhQ6rev2OjbKYZjrsTaIWKPQ53NXCsYkqqQ==,7/16/2025 0:49,MACA - BLDG 043 - Cumberland Piedmont Network Offices,1 MAINTENANCE ROAD,Kentucky,0,NPS,RPUID5853.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16041,+37.1827690,-086.0884040
cc405245-bf22-f011-9989-001dd8029e82,zq6oA3b5qE1ySrzNK3G3EoRziAHu3AlNxkm1HlysUNCTyChXBZLyLsPcgXYUXkWSvVn1atMybFLwJzJ7+iEzxQ==,7/16/2025 19:14,MACA - BLDG 041 - Law Enforcement Ranger Station Office,1 MAINTENANCE ROAD,Kentucky,0,NPS,RPUID5856.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16044,+37.1831740,-086.0868020
cd405245-bf22-f011-9989-001dd8029e82,otGCkYYwb7OQ1n5flBoaNTX7ZEq1J3sQdcxI7lOgrooKZbho/Tr63K7e5w5GyWIcavRR4Gdss+IyQIUHxiDHrw==,7/15/2025 20:27,MALU - 503 Auburn (Interp Office),"450 AUBURN AVENUE, NE",Georgia,0,NPS,RPUID71253.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16055,+33.7552100,-084.3709470
ce405245-bf22-f011-9989-001dd8029e82,ZOBFnSNRN4t4F1vn9DdeHlWwxPVJDyNft5krs8DUai/T1THlIRP9Hr/tMhrz3kCj4GqzsEkHkkdFHKXkEUSGuQ==,7/15/2025 21:40,MANA - Stuarts Hill Center,12521 LEE HIGHWAY,Virginia,0,NPS,RPUID47137.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16060,+38.8050330,-077.5708310
cf405245-bf22-f011-9989-001dd8029e82,6JLCc59OX2V1kOlt9gzzgcbr08vFPUoS3HcUlopTe9n3w8SpR2OMjtZ/O3YgEY7uASwT6v109waGpJ8DQLkiSQ==,7/16/2025 17:29,MANA - Park Headquarters,12521 LEE HIGHWAY,Virginia,0,NPS,RPUID47134.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16061,+38.8049290,-077.5710030
d0405245-bf22-f011-9989-001dd8029e82,f5cpwJgmcmTOr+tZMR7GcxtG8dBpAIV7pWYoVWmljtNyajl9mUuz5M0DtBB8jOVDql2Pe1bWy5n5Kg2NlSNcfQ==,7/16/2025 0:47,MEVE - *(HQ) Fewkes Cabin # 12,# NORTH HIGHWAY 160,Colorado,0,NPS,RPUID46060.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16065,+37.1861670,-108.4901300
d1405245-bf22-f011-9989-001dd8029e82,xal0PWNgTsUhxtK7H7idCVFxBaOP+3uZR3Qcwd62u/BLNi8amyFfrsTJbq42vReLjScNxzRMK8c+o1SQBk3lBQ==,7/14/2025 10:37,MEVE - *(CC) Fire Cache Building # 66 (Office),# NORTH HIGHWAY 160,Colorado,0,NPS,RPUID46222.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16073,+37.1994240,-108.4898770
d2405245-bf22-f011-9989-001dd8029e82,Mtziq+yA8m61t9I8qnwpqxk0H9qzDRoKFoUOqSbpMSMwAZMVaLDyburIeghLrMWxCnAUhcN0Fm9mk4RTP9cMDA==,7/16/2025 5:24,MOCA - MOWE Old Ranger House (Back Cabin),527 S. MAIN STREET,Arizona,0,NPS,RPUID13359.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16093,+34.6485500,-111.7606520
d3405245-bf22-f011-9989-001dd8029e82,59XqlGRLzwojKxAOeXjaPqDvJsfurYbSyXQGTgn6LhIpH6E6qTEjrE3xc6oFEPMMvB26iLqMvvCsYfpK9dArbQ==,7/16/2025 6:20,MORA - BLDG L011 Longmire (Tele Comm Server Room),# 55210 238TH AVE E,Washington,0,NPS,RPUID19408.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16094,+46.7490360,-121.8117250
d4405245-bf22-f011-9989-001dd8029e82,QkJFGh7JLjNky25e1Q/bpsMFGYecq7r2is1vFODhc55c1Nis0g8Nl8Sxt4YjVhcMyb8cTJwLWBmCoEH9p1849A==,7/15/2025 15:22,MORA - BLDG T001 T-Woods (Administration Office),# 55210 238TH AVE E,Washington,0,NPS,RPUID19226.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16096,+46.7552820,-122.1208510
d5405245-bf22-f011-9989-001dd8029e82,Z4Rv+lp0hXHCZiS9H1GCuHJKGc1gPrwwKk074675mDIykipho4WSL5bZDwnOvH7O2y7lLC+Z6pnhyZ/y61vWow==,7/16/2025 20:00,NACE - Buzzard Point Marina Office  MA-BC,"1900 ANACOSTIA DRIVE, SE",District of Columbia,0,NPS,RPUID18274.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16097,+38.8640840,-077.0117230
d6405245-bf22-f011-9989-001dd8029e82,jiXvCA1C7iVo8+6WP/92fiEHC0FLcF6NNfBpVo/QmxAGa0RL2CPimjbVNh/jXPbeT5PN6g9bZaENyuXZ1p+FXA==,7/14/2025 12:41,NAMA - NAMA Annex II Building RES 333,"900 OHIO DRIVE, SW",District of Columbia,0,NPS,RPUID234435.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16114,+38.8811830,-77.0324010
d7405245-bf22-f011-9989-001dd8029e82,EU9/5mneEgOtsE7MjuQlwzx+K/U01zyPvAs2ad2VrIf/lsuzFysDw8uA0S3byOXNbv8V9QGYEcbZpttqsNvPCQ==,7/16/2025 6:35,NACE - Frederick Douglass-Caretakers Cottage,"1900 ANACOSTIA DRIVE, SE",District of Columbia,0,NPS,RPUID18312.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16117,+38.8631690,-076.9852300
df405245-bf22-f011-9989-001dd8029e82,XBBB7tLUAAAnJxAHxnr0taqkfNUEp8ruu/Ib+bK8RvaWr1qub/KEnDM1XEPG0xf05xLT+yB0FGC+VQzh8Eptcw==,7/16/2025 15:53,NATR - TU VC & Headquarters Bldg #143,2680 NATCHEZ TRACE PARKWAY,Mississippi,0,NPS,RPUID66618.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16140,+34.3298950,-088.7096160
e0405245-bf22-f011-9989-001dd8029e82,wh9qrwK2DGDbkbqCmeZX4dxjL6U+YCx3OVscUxJA/svptvW4EXQop4eFCJ4cvu21QVKIdIdVcFQ6sLhriGj9tA==,7/16/2025 6:41,NERI - Glen Jean Headquarters Building,104 MAIN STREET,West Virginia,0,NPS,RPUID1113.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16142,+37.9277030,-081.1558690
e1405245-bf22-f011-9989-001dd8029e82,fC0cmMNda+TGdQlqDD8Wmq+XvPYAfpu1H8GdbTfkVksbKPKx5N/BiMgruA96R5paaYddSoS7UwpTJtli2mnRXg==,7/15/2025 21:44,NERI - Glen Jean Headquarters West Wing,104 MAIN STREET,West Virginia,0,NPS,RPUID12200.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16144,+37.9279250,-081.1560400
e2405245-bf22-f011-9989-001dd8029e82,ZW25vxB4tsVofBSNmjZHHdRweXL5TAMoOG11wWmOq7jzeYKGxleNW8mju2o/VHlqYyGZWud4qxCIte2RRxuYYg==,7/14/2025 12:21,NERI - Glen Jean Maintenance Administrative Office,104 MAIN STREET,West Virginia,0,NPS,RPUID3249.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16146,+37.9267190,-081.1554360
e5405245-bf22-f011-9989-001dd8029e82,mtGjeah9Str/7EqDxjJOOABsxUdzx9aAEZIbL3sP/aX4ap14omN3Bh+ji/5oOhjeEHpwLTW0gu/FNWWKULtc0g==,7/15/2025 17:11,OLYM - Bldg 1549 Headquarters - Emergency Operations Center (EOC),600 EAST PARK AVENUE,Washington,0,NPS,RPUID20350.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16160,+48.0996840,-123.4318340
e6405245-bf22-f011-9989-001dd8029e82,oV1YsQyvNi+y87wNWgaWNkZGgNJrupWoC1AQnH4N8icaIp26gEs/amwl9Nf0p1cyKEpT4YFdlxVmWrPFoAmXEA==,7/16/2025 18:58,NOCA - SKA Marblemount Administrative Office #1001,810 STATE RT 20,Washington,0,NPS,RPUID17418.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16162,+48.5382630,-121.4494850
e7405245-bf22-f011-9989-001dd8029e82,/VI+lM5CVIx9QOoqtDJ0UPU6msmXuhUZZfc/YIfR/BtQpPt+86p4JzenL6p8J3RmUGJ0aAXVBidWWVrLtWNIiQ==,7/16/2025 9:42,OLYM - OPIBldg 373 Lake Crescent Rosemary Tumble Inn,600 EAST PARK AVENUE,Washington,0,NPS,RPUID20531.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16161,+48.0596550,-123.7931020
e8405245-bf22-f011-9989-001dd8029e82,zCnQh4qta4f2uSfsKiSv5/RvAYzM2RZ9HWdV/y7T8fstKJ02MQcR3iV4Cv8SLIgFbxRM0lmFxfV5sjHE6u4mTQ==,7/16/2025 8:55,ORPI - Campground Ranger Station,10 ORGAN PIPE DRIVE,Arizona,0,NPS,RPUID72877.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16163,+31.9428460,-112.8110780
f1405245-bf22-f011-9989-001dd8029e82,Pcw2jsPh3tNZNKFmUOQCbya7GJvQduEWJKrSEMYSGt4VU1uak7yQPG3z7V9Td0JNFTX65MhduAzKLC8yfKk1qQ==,7/15/2025 15:10,PERI - HQ Resource and Facility Management Building,15930 HIGHWAY 62,Arkansas,0,NPS,RPUID78025.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16189,+36.4428370,-094.0271190
f2405245-bf22-f011-9989-001dd8029e82,AcIDP6tkqfqN63yTS9O9ZeD0vT9jOnrFAK7SnbmJiCPftIyr5XxvRrWtiaYiw9H5Gug+uYeeyDryPiCv0kmSbw==,7/15/2025 23:10,PEVI - Administration Office  (Ladd House),93 DELAWARE AVENUE,Ohio,0,NPS,RPUID71337.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16190,+41.6537900,-082.8119040
f3405245-bf22-f011-9989-001dd8029e82,WXLsVuN5oYxp//h+0cWVWeeI8qTR9X6mNGp714nJOGjME78RcZOJQFhJzppdxwJRdmOdIDWwxaUdkn3hRbJggQ==,7/13/2025 19:36,PERI - HQ Administration,15930 HIGHWAY 62,Arkansas,0,NPS,RPUID78022.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16191,+36.4431540,-094.0252640
f4405245-bf22-f011-9989-001dd8029e82,1dpMEcBOHyHnsuUeg/1vM/H0W3ZLNKigeAS4frn6RtYzJHSQJOc0oZUIV0AidY3LpFdAREIhYNTFKNlzCYORyg==,7/13/2025 22:39,"PORE - NOAA Annex,  Bldg 532(FM)",1 BEAR VALLEY ROAD,California,0,NPS,RPUID00002569.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16194,+38.0440120,-122.7994960
f9405245-bf22-f011-9989-001dd8029e82,lXifoBwR7Pb2XP2Hqr+YewS9pthp/MT0/2WkzX2jjJKRZ9IFxji2Pm/VM5fUEFmJx51dPlC1LGr4FPvCduEu5w==,7/15/2025 22:42,PORE - Bear Valley  Resource Mgmt Annex 533A(FM),1 BEAR VALLEY ROAD,California,0,NPS,RPUID00002570.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16205,+38.0441500,-122.7997300
fe405245-bf22-f011-9989-001dd8029e82,oOuqISD9rZjTgIOFdUTfeVqYvz/pY3Qr7KxPCVouK1kPLGvDaO+UJPgt7Gs7meSnojIiEeJyjf5VBZjJdzHOFg==,7/15/2025 16:29,"PORE - PRNSA Bldg 70(FM), Historic W Ranch Rapp House  (CR)",1 BEAR VALLEY ROAD,California,0,NPS,RPUID00002579.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16223,+38.0402830,-122.8020190
ff405245-bf22-f011-9989-001dd8029e82,5eSQFTy+OTtaqcqL1L1DyHH6sFnTs3kFsj6ddfGIyJd9cWv0sR6hLWhOgHXqX1QojwTeC7oQv3E9YOHRk8VFcw==,7/16/2025 21:45,PORE - Main Bldg. at Sacramento Landing Spengers BLDG 554 (FM),1 BEAR VALLEY ROAD,California,0,NPS,RPUID34141.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16224,+38.1493890,-122.9058050
00415245-bf22-f011-9989-001dd8029e82,+IpiZlRET/Jj/OOq0M7k8HcVB3fO5vEpyGAhR7Lxj7ZagDI1bJ8/JdUOFXZO0qI7bdClXDg5L1QsYdVpBYvA1w==,7/16/2025 4:04,PORE - Hagmaier Historic Bunk House (Bldg 173 - PRBO)(FM) (CR),1 BEAR VALLEY ROAD,California,0,NPS,RPUID00002597.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16229,+37.9709740,-122.7308390
01415245-bf22-f011-9989-001dd8029e82,WdlagXEajvhnuyTLqPcEjFDSsWteh4AURRZnUTpnbfZVx1DU/VBsOxtIQgLnnwg2AKXkCJQlT51Z+j8te2YwkQ==,7/16/2025 17:29,ELMO - Administration Building,18100 PARK HEADQUARTERS,Virginia,0,NPS,RPUID17319.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16228,+38.5602460,-077.3701700
03415245-bf22-f011-9989-001dd8029e82,NjDQROeVdUzpOTyOUT1qswgpYdgEv8K8rD0VbAT8Hcxmi3/fK+1f9TG4UhvLt3mvBW6F/vS20ENq0366vSGbOQ==,7/16/2025 20:37,PUHE - Bldg Trailer Office,62-3601 KAWAIHAE ROAD,Hawaii,0,NPS,RPUID51148.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16253,+20.0268490,-155.8198160
04415245-bf22-f011-9989-001dd8029e82,PydLl5/DwmsUyY+kOhrAfhF1fRxUK7nFCxwe6NlArbfuVXYshxB5OQ5UmusoXW+TSCtX2FzBwrvceBw0X5Eyow==,7/14/2025 12:09,RICH - Richmond National BattleField Park - Tredegar,3215 EAST BROAD ST.,Virginia,0,NPS,RPUIDP1000239020000109.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16254,+37.5721020,-077.2840530
05415245-bf22-f011-9989-001dd8029e82,i6GpvEJcF2lNVRsH8pui5AkvrNBH3Q0DuP4wOoYBW/EhuHj6xr2lgy7szafuroZCIh/UD/a2sFqhL+4TknaxrQ==,7/16/2025 14:58,"ROMO - B-0751-H CRD Historic Cabin ""Louise""",16018 US HWY 34,Colorado,0,NPS,RPUID14794.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16256,+40.3725010,-105.8617180
06415245-bf22-f011-9989-001dd8029e82,9YKq/jwcJU+TA4r+HxavQXHDMHlgrjJVMKlqtg4i3QjERmejaxPyoFD9g18h8nlM2+4RbUtjNOBpUHTRjeBwZw==,7/15/2025 13:14,SACN - LD Headquarters/VC Building,"401 HAMILTON STREET, NORTH",Wisconsin,1,NPS,RPUID87135.C,0,8,2,1,National Park Service,0,1,,Ethan Rutledge,0,16273,+45.2458470,-092.3847570
07415245-bf22-f011-9989-001dd8029e82,NOjpI93PbSUMqNEFAs9/XdobPAoBGrTt010fWPLTIbG1hCS8hGB6NBVyAAf9E86LX0JLzEJG+fi3mXUsGAHTxQ==,7/16/2025 21:22,SAFR - BS-HQ-Building E Fort Mason Center,"# BUILDING E, FORT MASON CENTER",California,0,NPS,RPUID75100.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16282,+37.8069190,-122.4303880
08415245-bf22-f011-9989-001dd8029e82,cubWdJNMfRo6V39MiUntjBuTfBhX8+8s6UoPZjcPCm44813uO5myFLb/aNT+pTONOiW6dUmdqYkPXaC0P9Ek/w==,7/12/2025 21:44,SAGU - RM Headquarters Annex Bldg,# 3693 SOUTH OLD SPANISH TRAIL,Arizona,0,NPS,RPUID79279.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16278,+32.1787840,-110.7363900
09415245-bf22-f011-9989-001dd8029e82,hLsVY9oxPxssNi69Rei/EW+SyKEbY3lwEg34zG9KaL0GKd7MgDQZmWFQGe4eWVfatG3O+iCLFZ4SPKoPYLnYIQ==,7/16/2025 6:29,SAGU - SODN - Kingston Ranch Facility Bldg,3693 SOUTH OLD SPANISH TRAIL,Arizona,0,NPS,RPUID241816.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16281,+32.2224000,-110.7223890
0a415245-bf22-f011-9989-001dd8029e82,tlPttl/Pg2XArYVku6lLx1HtvYYIagyHS1jANmx0PpJgfE6RkfMDKzYGlGw8ei0ha1cFObAGX9Y/prKnYin9Gg==,7/16/2025 18:50,SAIR - 230 Central Street,244 CENTRAL STREET,Massachusetts,0,NPS,RPUID104208.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16297,+42.4691540,-71.0093170
0b415245-bf22-f011-9989-001dd8029e82,0/lB1JxEER5wVIK51N7J5s7u0wl6tX3do+WAVqfFQ2VoGX5MSjPYenBK3DG3HZFBxkckObwNB03fc+2TxR2kIw==,7/16/2025 4:41,SAJU - Radio Station (Bunker),# 65 MULLIS STREET,Puerto Rico,0,NPS,RPUID77785.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16304,+18.4707080,-066.1237290
0c415245-bf22-f011-9989-001dd8029e82,NcOqGjPdaf86iimuip9uCHg2XGEZBg0fcfIKhnkTLOSyxf2i9/utD2T3jgFwgRY5O6Y5h5sAlbwD4RHtyvnE4g==,7/16/2025 2:58,SAMA - West India Goods Store,174 DERBY STREET,Massachusetts,0,NPS,RPUID65342.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16305,+42.5218070,-070.8864700
0d415245-bf22-f011-9989-001dd8029e82,QTPfMbskxoh+5QSsECpti0RmlukuZsFdTZBRFxJsWTckPVNkirGSfCM09AsWZdiOIGEIqEgNwfA4g0jgnzbXAA==,7/15/2025 16:31,"SAMO - Bldg 901 - Ranch House, Maintenance HQ, Diamond X",401 WEST HILLCREST DRVIE,California,0,NPS,RPUID00002675.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16306,+34.0982180,-118.6996930
0e415245-bf22-f011-9989-001dd8029e82,h5P4N2/uQSjGtb8Sjv2B4CxTfj8D9Ix76S0nTYrUUSaZHFr1IQGiYnO7bztLCOWrbYvSIr1PiOZvvUWi9fldzA==,7/15/2025 11:42,SEKI - AMB 1205 Admin & Foothills Visitor Center HS,47050 GENERALS HIGHWAY,California,0,NPS,RPUID66913.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16308,+36.4909300,-118.8252860
0f415245-bf22-f011-9989-001dd8029e82,IeatyyuG0W+dYylsN/q7L8ZtJRqZduXxW90MIy4xVtVaw4X1dyRoU5CaJINy9aN2xJin2gORrCwxguRlMji3wg==,7/13/2025 8:39,SEKI - AMB 10 Projects Office,47050 GENERALS HIGHWAY,California,0,NPS,RPUID66908.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16319,+36.4897760,-118.8272150
10415245-bf22-f011-9989-001dd8029e82,3NLniQn5PuRuFZgQWr8oAMGkhF+ggn3fKB6HTEO/m9Tdxv9hhHkvWQJLMJsiF95jiUmdiqFiBkzW8YOFI0cQ8Q==,7/16/2025 7:04,SEKI - AMB 18 Vegetation Office,47050 GENERALS HIGHWAY,California,0,NPS,RPUID66948.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16324,+36.4899200,-118.8280900
11415245-bf22-f011-9989-001dd8029e82,UxN+N7JNCa4zncFoKs6Ca92IE/XRNwNmDnNUTmbfWI6ma5XBkjY8kiBAPq03rN5t+c6kHrfksKwdrGJMdYVStw==,7/15/2025 22:38,SHEN - HQ02-25 Headquarters Communications Center - NPS,156 HQ RESIDENCE ROAD,Virginia,0,NPS,RPUID00002075.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16329,+38.6655530,-078.3725830
12415245-bf22-f011-9989-001dd8029e82,mgs0dE1XNV5NntATx4n91sdV3Uo816BoT19cppVSt9iG7b4SPKKMPgRpPGN6lCJ+MyZOXdCjDxY8ZYmZ0ij02g==,7/15/2025 21:13,SHEN - HQ01-02 Headquarters Maps/Plans/GIS Office - NPS,3655 US HIGHWAY 211 EAST,Virginia,0,NPS,RPUID00002064.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16336,+38.6675830,-078.3712230
13415245-bf22-f011-9989-001dd8029e82,UFsF3mOXsDHfHt79i3+5SITXnS7BukHzNt8RwTYGoGIUZluIdwdnp+YB4Bqm04s0slOwW/wNu8HEDllERVXdUQ==,7/16/2025 6:25,SHEN - HQ02-05 Headquarters SNPA Office - NPS,233 HQ RESIDENCE ROAD,Virginia,0,NPS,RPUID00002069.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16345,+38.6662270,-078.3739390
14415245-bf22-f011-9989-001dd8029e82,saUAz2fizG1SuvNSBmeAtP6mO5L2onFoX8fNOmXrjxz078JiFrT56bD6Ua+lNyp2Q1/vI2Yo+3btLq9u8qRRTA==,7/16/2025 5:15,SHIL - WD-Cemetery House (Admin Bldg),1055 PITTSBURG LANDING ROAD,Tennessee,0,NPS,RPUID69723.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16346,+35.1507880,-088.3210720
15415245-bf22-f011-9989-001dd8029e82,UlPnDKI/jqQri6rnZuuyJXffZcVRfBh98Uyn+/FkSmLQtxjLgkJ67xHtAGgoki1lBPcMhUE0kwjElqo2X1A6QQ==,7/15/2025 19:55,SHIL - WD-Facility Manager s Office Building,1055 PITTSBURG LANDING ROAD,Tennessee,0,NPS,RPUID69056.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16347,+35.1525480,-088.3226110
16415245-bf22-f011-9989-001dd8029e82,Juv5FV9+lrVfG5qOtMxRfv+VadUfiU0tKAn1nzQaq5hSLcZR3EgUjSTxh0mS7elPZ14X86ti30lRbcuLMNwEQw==,7/16/2025 0:29,SLBE - Empire Maintenance Office,9922 FRONT STREET,Michigan,0,NPS,RPUID1955.C,0,0,0,0,National Park Service,0,0,,Ethan Rutledge,0,16349,+44.8028610,-086.0532970
17415245-bf22-f011-9989-001dd8029e82,gsO8fVUyYVv5seIrGuzhqXWfjhetPCzzKIgFhCOh287ddyZg+ZS/EqcnXfJbjVdLvEx1t8zOE27TGAloFyTWTA==,7/15/2025 15:37,SHEN - PR02-64 Piney River Ranger Station - NPS,3655 US HIGHWAY 211 EAST,Virginia,0,NPS,RPUID00001933.C,0,0,0,0,National Park Service,1,0,,Ethan Rutledge,0,16359,+38.7497010,-078.2932150
